customer_id,name,age,gender,region,income,churn,total_orders,total_spent,avg_order_value,first_order_date,last_order_date,order_id,order_amount,order_date,product_category,payment_method
1111,Melissa Perry,0.0,Female,East,0.0,0.0,3.0,2887.0,962.0,2024-02-16,2025-06-21,1908.0,496.0,2024-02-16,Books,Credit Card
1112,Dwayne Schultz,34.0,Male,West,60352.0,0.0,2.0,4915.0,2457.0,2024-09-08,2025-07-04,308.0,2168.0,2025-07-04,Grocery,Cash
1112,Dwayne Schultz,34.0,Male,West,60352.0,0.0,2.0,4915.0,2457.0,2024-09-08,2025-07-04,1718.0,2747.0,2024-09-08,Grocery,Net Banking
1113,Stacey Hall,25.0,Female,East,43981.0,0.0,5.0,17334.0,3466.0,2024-05-23,2025-06-14,74.0,5067.0,2025-06-14,Grocery,UPI
1113,Stacey Hall,25.0,Female,East,43981.0,0.0,5.0,17334.0,3466.0,2024-05-23,2025-06-14,389.0,4449.0,2024-12-04,Electronics,Credit Card
1113,Stacey Hall,25.0,Female,East,43981.0,0.0,5.0,17334.0,3466.0,2024-05-23,2025-06-14,709.0,3695.0,2024-10-31,Grocery,Cash
1113,Stacey Hall,25.0,Female,East,43981.0,0.0,5.0,17334.0,3466.0,2024-05-23,2025-06-14,1717.0,1675.0,2025-03-19,Home,Net Banking
1113,Stacey Hall,25.0,Female,East,43981.0,0.0,5.0,17334.0,3466.0,2024-05-23,2025-06-14,1934.0,2448.0,2024-05-23,Grocery,Credit Card
1114,Dr. Joshua Martinez,52.0,Male,East,0.0,0.0,4.0,7357.0,1839.0,2023-10-03,2024-04-28,203.0,3027.0,2024-03-15,Clothing,UPI
1114,Dr. Joshua Martinez,52.0,Male,East,0.0,0.0,4.0,7357.0,1839.0,2023-10-03,2024-04-28,725.0,2541.0,2023-10-03,Grocery,UPI
1114,Dr. Joshua Martinez,52.0,Male,East,0.0,0.0,4.0,7357.0,1839.0,2023-10-03,2024-04-28,1060.0,1133.0,2023-12-01,Books,Credit Card
1114,Dr. Joshua Martinez,52.0,Male,East,0.0,0.0,4.0,7357.0,1839.0,2023-10-03,2024-04-28,1853.0,656.0,2024-04-28,Home,Credit Card
1115,Rhonda Moore,52.0,Male,East,0.0,0.0,6.0,20074.0,3345.0,2023-11-30,2025-01-18,214.0,8527.0,2023-11-30,Clothing,Cash
1115,Rhonda Moore,52.0,Male,East,0.0,0.0,6.0,20074.0,3345.0,2023-11-30,2025-01-18,599.0,1075.0,2024-01-21,Grocery,Credit Card
1115,Rhonda Moore,52.0,Male,East,0.0,0.0,6.0,20074.0,3345.0,2023-11-30,2025-01-18,1129.0,5923.0,2025-01-01,Electronics,Net Banking
1115,Rhonda Moore,52.0,Male,East,0.0,0.0,6.0,20074.0,3345.0,2023-11-30,2025-01-18,1479.0,523.0,2024-01-12,Home,Net Banking
1115,Rhonda Moore,52.0,Male,East,0.0,0.0,6.0,20074.0,3345.0,2023-11-30,2025-01-18,1546.0,3174.0,2024-08-23,Books,UPI
1115,Rhonda Moore,52.0,Male,East,0.0,0.0,6.0,20074.0,3345.0,2023-11-30,2025-01-18,1973.0,852.0,2025-01-18,Books,Credit Card
1116,Jonathan Hall,50.0,Female,South,51465.0,0.0,2.0,7688.0,3844.0,2023-11-04,2024-05-10,139.0,6755.0,2024-05-10,Electronics,UPI
1116,Jonathan Hall,50.0,Female,South,51465.0,0.0,2.0,7688.0,3844.0,2023-11-04,2024-05-10,1401.0,933.0,2023-11-04,Grocery,Cash
1117,Robert Fisher,22.0,Male,North,38404.0,0.0,2.0,5548.0,2774.0,2024-07-11,2025-02-12,333.0,2594.0,2025-02-12,Grocery,Credit Card
1117,Robert Fisher,22.0,Male,North,38404.0,0.0,2.0,5548.0,2774.0,2024-07-11,2025-02-12,1867.0,2954.0,2024-07-11,Electronics,Cash
1118,Russell Moore,59.0,Male,South,50367.0,0.0,1.0,3929.0,3929.0,2024-02-03,2024-02-03,1585.0,3929.0,2024-02-03,Clothing,Cash
1119,Jennifer Bell,56.0,Female,East,57469.0,0.0,5.0,18515.0,3703.0,2023-08-19,2025-03-17,26.0,1864.0,2023-09-18,Home,Credit Card
1119,Jennifer Bell,56.0,Female,East,57469.0,0.0,5.0,18515.0,3703.0,2023-08-19,2025-03-17,649.0,3199.0,2024-09-27,Home,Cash
1119,Jennifer Bell,56.0,Female,East,57469.0,0.0,5.0,18515.0,3703.0,2023-08-19,2025-03-17,1548.0,4288.0,2025-03-17,Home,Cash
1119,Jennifer Bell,56.0,Female,East,57469.0,0.0,5.0,18515.0,3703.0,2023-08-19,2025-03-17,1906.0,4683.0,2024-03-30,Electronics,Cash
1119,Jennifer Bell,56.0,Female,East,57469.0,0.0,5.0,18515.0,3703.0,2023-08-19,2025-03-17,1916.0,4481.0,2023-08-19,Grocery,Credit Card
1120,Jennifer Jones MD,58.0,Male,North,71767.0,0.0,5.0,16598.0,3319.0,2023-09-28,2025-04-10,410.0,5160.0,2024-08-09,Electronics,Credit Card
1120,Jennifer Jones MD,58.0,Male,North,71767.0,0.0,5.0,16598.0,3319.0,2023-09-28,2025-04-10,721.0,5524.0,2023-12-12,Books,Net Banking
1120,Jennifer Jones MD,58.0,Male,North,71767.0,0.0,5.0,16598.0,3319.0,2023-09-28,2025-04-10,974.0,1107.0,2025-04-10,Clothing,UPI
1120,Jennifer Jones MD,58.0,Male,North,71767.0,0.0,5.0,16598.0,3319.0,2023-09-28,2025-04-10,1678.0,1527.0,2023-09-28,Home,Credit Card
1120,Jennifer Jones MD,58.0,Male,North,71767.0,0.0,5.0,16598.0,3319.0,2023-09-28,2025-04-10,1693.0,3280.0,2024-08-23,Grocery,Credit Card
1121,Jody Valdez,45.0,Male,South,64389.0,0.0,5.0,17640.0,3528.0,2023-11-08,2025-07-15,51.0,2037.0,2023-11-14,Clothing,Net Banking
1121,Jody Valdez,45.0,Male,South,64389.0,0.0,5.0,17640.0,3528.0,2023-11-08,2025-07-15,640.0,6064.0,2025-07-15,Clothing,Net Banking
1121,Jody Valdez,45.0,Male,South,64389.0,0.0,5.0,17640.0,3528.0,2023-11-08,2025-07-15,767.0,1648.0,2023-11-08,Clothing,Credit Card
1121,Jody Valdez,45.0,Male,South,64389.0,0.0,5.0,17640.0,3528.0,2023-11-08,2025-07-15,1065.0,5222.0,2023-12-12,Home,Credit Card
1121,Jody Valdez,45.0,Male,South,64389.0,0.0,5.0,17640.0,3528.0,2023-11-08,2025-07-15,1928.0,2669.0,2023-11-11,Grocery,Cash
1121,Jody Valdez,45.0,Male,South,64389.0,0.0,5.0,17640.0,3528.0,2023-11-08,2025-07-15,1928.0,2669.0,2023-11-11,Grocery,Cash
1122,Jesse Lopez,24.0,Female,South,82297.0,1.0,3.0,8319.0,2773.0,2024-07-29,2024-08-23,651.0,2191.0,2024-08-23,Clothing,Net Banking
1122,Jesse Lopez,24.0,Female,South,82297.0,1.0,3.0,8319.0,2773.0,2024-07-29,2024-08-23,771.0,4336.0,2024-07-30,Electronics,UPI
1122,Jesse Lopez,24.0,Female,South,82297.0,1.0,3.0,8319.0,2773.0,2024-07-29,2024-08-23,1540.0,1792.0,2024-07-29,Clothing,Cash
1123,Robert Montgomery,26.0,Female,South,38489.0,1.0,7.0,18645.0,2663.0,2023-11-23,2025-06-08,788.0,2374.0,2025-06-08,Home,UPI
1123,Robert Montgomery,26.0,Female,South,38489.0,1.0,7.0,18645.0,2663.0,2023-11-23,2025-06-08,796.0,5465.0,2024-07-29,Clothing,Credit Card
1123,Robert Montgomery,26.0,Female,South,38489.0,1.0,7.0,18645.0,2663.0,2023-11-23,2025-06-08,829.0,3243.0,2025-05-14,Electronics,Net Banking
1123,Robert Montgomery,26.0,Female,South,38489.0,1.0,7.0,18645.0,2663.0,2023-11-23,2025-06-08,1230.0,1133.0,2023-11-23,Books,Cash
1123,Robert Montgomery,26.0,Female,South,38489.0,1.0,7.0,18645.0,2663.0,2023-11-23,2025-06-08,1273.0,2062.0,2023-12-13,Home,Credit Card
1123,Robert Montgomery,26.0,Female,South,38489.0,1.0,7.0,18645.0,2663.0,2023-11-23,2025-06-08,1889.0,1944.0,2024-11-16,Home,Cash
1123,Robert Montgomery,26.0,Female,South,38489.0,1.0,7.0,18645.0,2663.0,2023-11-23,2025-06-08,1971.0,2424.0,2024-06-28,Home,Cash
1124,Sheryl Rice,25.0,Male,West,63084.0,0.0,5.0,11507.0,2301.0,2023-11-30,2025-06-21,12.0,1970.0,2024-02-04,Books,UPI
1124,Sheryl Rice,25.0,Male,West,63084.0,0.0,5.0,11507.0,2301.0,2023-11-30,2025-06-21,378.0,4141.0,2025-06-21,Home,UPI
1124,Sheryl Rice,25.0,Male,West,63084.0,0.0,5.0,11507.0,2301.0,2023-11-30,2025-06-21,1417.0,2433.0,2023-11-30,Clothing,Net Banking
1124,Sheryl Rice,25.0,Male,West,63084.0,0.0,5.0,11507.0,2301.0,2023-11-30,2025-06-21,1541.0,1485.0,2024-11-02,Grocery,Credit Card
1124,Sheryl Rice,25.0,Male,West,63084.0,0.0,5.0,11507.0,2301.0,2023-11-30,2025-06-21,1990.0,1478.0,2024-10-11,Clothing,Credit Card
1124,Sheryl Rice,25.0,Male,West,63084.0,0.0,5.0,11507.0,2301.0,2023-11-30,2025-06-21,1541.0,1485.0,2024-11-02,Grocery,Credit Card
1125,Virginia Brown,29.0,Male,East,52750.0,0.0,2.0,4826.0,2413.0,2023-08-28,2023-10-28,1195.0,2299.0,2023-10-28,Books,Net Banking
1125,Virginia Brown,29.0,Male,East,52750.0,0.0,2.0,4826.0,2413.0,2023-08-28,2023-10-28,1901.0,2527.0,2023-08-28,Books,UPI
1126,Melanie Rodriguez,51.0,Female,East,82847.0,0.0,5.0,12393.0,2478.0,2023-12-19,2025-04-05,509.0,5131.0,2024-06-28,Home,Credit Card
1126,Melanie Rodriguez,51.0,Female,East,82847.0,0.0,5.0,12393.0,2478.0,2023-12-19,2025-04-05,1235.0,2249.0,2025-04-05,Clothing,UPI
1126,Melanie Rodriguez,51.0,Female,East,82847.0,0.0,5.0,12393.0,2478.0,2023-12-19,2025-04-05,1475.0,336.0,2024-03-14,Home,Credit Card
1126,Melanie Rodriguez,51.0,Female,East,82847.0,0.0,5.0,12393.0,2478.0,2023-12-19,2025-04-05,1739.0,2893.0,2024-10-29,Grocery,UPI
1126,Melanie Rodriguez,51.0,Female,East,82847.0,0.0,5.0,12393.0,2478.0,2023-12-19,2025-04-05,1868.0,1784.0,2023-12-19,Clothing,Credit Card
1127,Scott Herrera,50.0,Female,North,0.0,1.0,3.0,12144.0,4048.0,2023-10-09,2025-05-25,1001.0,6275.0,2025-05-25,Home,UPI
1127,Scott Herrera,50.0,Female,North,0.0,1.0,3.0,12144.0,4048.0,2023-10-09,2025-05-25,1245.0,777.0,2024-11-07,Electronics,UPI
1127,Scott Herrera,50.0,Female,North,0.0,1.0,3.0,12144.0,4048.0,2023-10-09,2025-05-25,1674.0,5092.0,2023-10-09,Grocery,Net Banking
1128,Lisa Moore,65.0,Male,South,37404.0,0.0,3.0,9840.0,3280.0,2024-03-05,2024-12-01,39.0,2734.0,2024-12-01,Home,Net Banking
1128,Lisa Moore,65.0,Male,South,37404.0,0.0,3.0,9840.0,3280.0,2024-03-05,2024-12-01,681.0,5387.0,2024-04-07,Home,Net Banking
1128,Lisa Moore,65.0,Male,South,37404.0,0.0,3.0,9840.0,3280.0,2024-03-05,2024-12-01,1138.0,1719.0,2024-03-05,Clothing,UPI
1129,Nichole Vasquez,40.0,Male,East,41009.0,0.0,3.0,5851.0,1950.0,2024-08-22,2025-02-27,539.0,1691.0,2024-08-22,Clothing,Cash
1129,Nichole Vasquez,40.0,Male,East,41009.0,0.0,3.0,5851.0,1950.0,2024-08-22,2025-02-27,822.0,1975.0,2024-12-13,Electronics,Cash
1129,Nichole Vasquez,40.0,Male,East,41009.0,0.0,3.0,5851.0,1950.0,2024-08-22,2025-02-27,878.0,2185.0,2025-02-27,Books,Net Banking
1130,Benjamin Adams,41.0,Male,South,18141.0,0.0,4.0,14676.0,3669.0,2023-11-22,2025-06-01,152.0,4204.0,2025-06-01,Books,Net Banking
1130,Benjamin Adams,41.0,Male,South,18141.0,0.0,4.0,14676.0,3669.0,2023-11-22,2025-06-01,320.0,2068.0,2024-12-23,Books,Credit Card
1130,Benjamin Adams,41.0,Male,South,18141.0,0.0,4.0,14676.0,3669.0,2023-11-22,2025-06-01,1796.0,6321.0,2025-04-20,Books,Credit Card
1130,Benjamin Adams,41.0,Male,South,18141.0,0.0,4.0,14676.0,3669.0,2023-11-22,2025-06-01,1991.0,2083.0,2023-11-22,Books,Cash
1131,Christopher Johnson,54.0,Male,East,42113.0,0.0,4.0,6471.0,1617.0,2023-09-28,2024-12-30,413.0,2357.0,2024-07-03,Books,Credit Card
1131,Christopher Johnson,54.0,Male,East,42113.0,0.0,4.0,6471.0,1617.0,2023-09-28,2024-12-30,754.0,864.0,2023-09-28,Electronics,Cash
1131,Christopher Johnson,54.0,Male,East,42113.0,0.0,4.0,6471.0,1617.0,2023-09-28,2024-12-30,1523.0,1194.0,2024-12-30,Grocery,Net Banking
1131,Christopher Johnson,54.0,Male,East,42113.0,0.0,4.0,6471.0,1617.0,2023-09-28,2024-12-30,1643.0,2056.0,2024-03-06,Books,Net Banking
1132,Autumn Jones,52.0,Male,South,38613.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0
1133,Christina Alvarez,61.0,Female,East,52255.0,0.0,3.0,19160.0,6386.0,2023-10-31,2025-03-20,1015.0,1522.0,2023-10-31,Home,Net Banking
1133,Christina Alvarez,61.0,Female,East,52255.0,0.0,3.0,19160.0,6386.0,2023-10-31,2025-03-20,1676.0,9994.0,2025-03-20,Books,Cash
1133,Christina Alvarez,61.0,Female,East,52255.0,0.0,3.0,19160.0,6386.0,2023-10-31,2025-03-20,1689.0,7644.0,2024-09-13,Clothing,UPI
1134,Joe Hughes,57.0,Male,North,0.0,0.0,1.0,6234.0,6234.0,2023-09-15,2023-09-15,1013.0,6234.0,2023-09-15,Home,UPI
1135,Mario Norris,39.0,Male,South,78142.0,0.0,5.0,24769.0,4953.0,2023-09-28,2025-06-08,56.0,7889.0,2025-06-08,Books,Net Banking
1135,Mario Norris,39.0,Male,South,78142.0,0.0,5.0,24769.0,4953.0,2023-09-28,2025-06-08,1177.0,6306.0,2023-09-28,Electronics,Credit Card
1135,Mario Norris,39.0,Male,South,78142.0,0.0,5.0,24769.0,4953.0,2023-09-28,2025-06-08,1295.0,4527.0,2023-12-27,Home,Cash
1135,Mario Norris,39.0,Male,South,78142.0,0.0,5.0,24769.0,4953.0,2023-09-28,2025-06-08,1393.0,3980.0,2024-02-16,Books,UPI
1135,Mario Norris,39.0,Male,South,78142.0,0.0,5.0,24769.0,4953.0,2023-09-28,2025-06-08,1470.0,2067.0,2025-05-11,Home,Net Banking
1136,Jamie Bryant,44.0,Male,East,64256.0,0.0,4.0,11909.0,2977.0,2023-09-03,2024-08-06,233.0,3873.0,2024-06-14,Electronics,Cash
1136,Jamie Bryant,44.0,Male,East,64256.0,0.0,4.0,11909.0,2977.0,2023-09-03,2024-08-06,913.0,1985.0,2024-01-29,Grocery,Cash
1136,Jamie Bryant,44.0,Male,East,64256.0,0.0,4.0,11909.0,2977.0,2023-09-03,2024-08-06,1233.0,2096.0,2023-09-03,Grocery,UPI
1136,Jamie Bryant,44.0,Male,East,64256.0,0.0,4.0,11909.0,2977.0,2023-09-03,2024-08-06,1681.0,3955.0,2024-08-06,Books,UPI
1137,Justin Shaw,52.0,Female,North,41346.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0
1138,Natalie Jones,18.0,Male,North,0.0,0.0,1.0,2691.0,2691.0,2023-11-04,2023-11-04,1530.0,2691.0,2023-11-04,Electronics,Net Banking
1139,Brandon Hunter Jr.,52.0,Female,East,0.0,1.0,7.0,18284.0,2612.0,2024-03-19,2025-07-26,236.0,2200.0,2024-07-25,Home,Net Banking
1139,Brandon Hunter Jr.,52.0,Female,East,0.0,1.0,7.0,18284.0,2612.0,2024-03-19,2025-07-26,283.0,6855.0,2024-07-23,Clothing,UPI
1139,Brandon Hunter Jr.,52.0,Female,East,0.0,1.0,7.0,18284.0,2612.0,2024-03-19,2025-07-26,291.0,2101.0,2024-07-18,Books,Credit Card
1139,Brandon Hunter Jr.,52.0,Female,East,0.0,1.0,7.0,18284.0,2612.0,2024-03-19,2025-07-26,699.0,1355.0,2024-06-21,Electronics,Net Banking
1139,Brandon Hunter Jr.,52.0,Female,East,0.0,1.0,7.0,18284.0,2612.0,2024-03-19,2025-07-26,891.0,1839.0,2025-07-26,Clothing,UPI
1139,Brandon Hunter Jr.,52.0,Female,East,0.0,1.0,7.0,18284.0,2612.0,2024-03-19,2025-07-26,1534.0,1650.0,2024-03-19,Books,Net Banking
1139,Brandon Hunter Jr.,52.0,Female,East,0.0,1.0,7.0,18284.0,2612.0,2024-03-19,2025-07-26,1634.0,2284.0,2025-07-09,Clothing,Net Banking
1139,Brandon Hunter Jr.,52.0,Female,East,0.0,1.0,7.0,18284.0,2612.0,2024-03-19,2025-07-26,283.0,6855.0,2024-07-23,Clothing,UPI
1140,Terry Barnett,54.0,Female,South,30196.0,0.0,6.0,20787.0,3464.0,2023-12-28,2025-07-03,108.0,9194.0,2025-06-29,Electronics,Net Banking
1140,Terry Barnett,54.0,Female,South,30196.0,0.0,6.0,20787.0,3464.0,2023-12-28,2025-07-03,453.0,2877.0,2025-02-27,Home,Credit Card
1140,Terry Barnett,54.0,Female,South,30196.0,0.0,6.0,20787.0,3464.0,2023-12-28,2025-07-03,948.0,3070.0,2025-03-24,Home,Credit Card
1140,Terry Barnett,54.0,Female,South,30196.0,0.0,6.0,20787.0,3464.0,2023-12-28,2025-07-03,1143.0,883.0,2023-12-28,Books,UPI
1140,Terry Barnett,54.0,Female,South,30196.0,0.0,6.0,20787.0,3464.0,2023-12-28,2025-07-03,1498.0,3112.0,2025-07-03,Grocery,Cash
1140,Terry Barnett,54.0,Female,South,30196.0,0.0,6.0,20787.0,3464.0,2023-12-28,2025-07-03,1937.0,1651.0,2024-10-15,Clothing,Cash
1141,Richard Hoffman,64.0,Male,West,77471.0,0.0,2.0,1438.0,719.0,2025-02-12,2025-06-10,34.0,366.0,2025-02-12,Grocery,Credit Card
1141,Richard Hoffman,64.0,Male,West,77471.0,0.0,2.0,1438.0,719.0,2025-02-12,2025-06-10,1872.0,1072.0,2025-06-10,Electronics,UPI
1141,Richard Hoffman,64.0,Male,West,77471.0,0.0,2.0,1438.0,719.0,2025-02-12,2025-06-10,34.0,366.0,2025-02-12,Grocery,Credit Card
1142,Sarah Adams,31.0,Male,0,67691.0,1.0,3.0,6635.0,2211.0,2023-11-27,2025-04-08,212.0,2247.0,2023-11-27,Books,UPI
1142,Sarah Adams,31.0,Male,0,67691.0,1.0,3.0,6635.0,2211.0,2023-11-27,2025-04-08,1000.0,2875.0,2025-04-08,Clothing,UPI
1142,Sarah Adams,31.0,Male,0,67691.0,1.0,3.0,6635.0,2211.0,2023-11-27,2025-04-08,1476.0,1513.0,2024-04-08,Grocery,Cash
1142,Sarah Adams,31.0,Male,0,67691.0,1.0,3.0,6635.0,2211.0,2023-11-27,2025-04-08,212.0,2247.0,2023-11-27,Books,UPI
1143,Megan Mueller,0.0,Female,North,42962.0,0.0,1.0,448.0,448.0,2023-09-22,2023-09-22,1316.0,448.0,2023-09-22,Clothing,Cash
1144,Lori Freeman,18.0,Female,0,24302.0,0.0,3.0,13236.0,4412.0,2024-02-24,2025-07-22,520.0,3685.0,2025-07-22,Clothing,Cash
1144,Lori Freeman,18.0,Female,0,24302.0,0.0,3.0,13236.0,4412.0,2024-02-24,2025-07-22,667.0,6199.0,2024-02-24,Electronics,UPI
1144,Lori Freeman,18.0,Female,0,24302.0,0.0,3.0,13236.0,4412.0,2024-02-24,2025-07-22,1279.0,3352.0,2025-01-31,Clothing,Credit Card
1144,Lori Freeman,18.0,Female,0,24302.0,0.0,3.0,13236.0,4412.0,2024-02-24,2025-07-22,667.0,6199.0,2024-02-24,Electronics,UPI
1145,Mark Johnson,22.0,Female,West,70308.0,0.0,6.0,18155.0,3025.0,2023-10-04,2024-10-29,299.0,2067.0,2024-03-27,Grocery,UPI
1145,Mark Johnson,22.0,Female,West,70308.0,0.0,6.0,18155.0,3025.0,2023-10-04,2024-10-29,538.0,1261.0,2023-12-21,Books,Net Banking
1145,Mark Johnson,22.0,Female,West,70308.0,0.0,6.0,18155.0,3025.0,2023-10-04,2024-10-29,644.0,3695.0,2024-10-29,Grocery,UPI
1145,Mark Johnson,22.0,Female,West,70308.0,0.0,6.0,18155.0,3025.0,2023-10-04,2024-10-29,695.0,4010.0,2024-09-19,Books,Credit Card
1145,Mark Johnson,22.0,Female,West,70308.0,0.0,6.0,18155.0,3025.0,2023-10-04,2024-10-29,1135.0,569.0,2023-10-04,Home,UPI
1145,Mark Johnson,22.0,Female,West,70308.0,0.0,6.0,18155.0,3025.0,2023-10-04,2024-10-29,1622.0,6553.0,2024-05-21,Grocery,Net Banking
1146,Catherine Gallagher,43.0,Female,West,48281.0,1.0,7.0,23994.0,3427.0,2023-07-31,2025-04-17,466.0,1825.0,2024-01-01,Electronics,Credit Card
1146,Catherine Gallagher,43.0,Female,West,48281.0,1.0,7.0,23994.0,3427.0,2023-07-31,2025-04-17,738.0,2727.0,2025-04-17,Grocery,Net Banking
1146,Catherine Gallagher,43.0,Female,West,48281.0,1.0,7.0,23994.0,3427.0,2023-07-31,2025-04-17,883.0,3656.0,2025-03-23,Home,UPI
1146,Catherine Gallagher,43.0,Female,West,48281.0,1.0,7.0,23994.0,3427.0,2023-07-31,2025-04-17,1020.0,4412.0,2024-12-15,Clothing,Cash
1146,Catherine Gallagher,43.0,Female,West,48281.0,1.0,7.0,23994.0,3427.0,2023-07-31,2025-04-17,1287.0,8452.0,2023-08-12,Books,Net Banking
1146,Catherine Gallagher,43.0,Female,West,48281.0,1.0,7.0,23994.0,3427.0,2023-07-31,2025-04-17,1577.0,1672.0,2023-10-15,Grocery,Cash
1146,Catherine Gallagher,43.0,Female,West,48281.0,1.0,7.0,23994.0,3427.0,2023-07-31,2025-04-17,1816.0,1250.0,2023-07-31,Clothing,Credit Card
1146,Catherine Gallagher,43.0,Female,West,48281.0,1.0,7.0,23994.0,3427.0,2023-07-31,2025-04-17,883.0,3656.0,2025-03-23,Home,UPI
1147,Brenda Maddox,31.0,Female,West,68567.0,0.0,7.0,24510.0,3501.0,2024-02-03,2025-03-08,192.0,3108.0,2024-04-19,Electronics,Credit Card
1147,Brenda Maddox,31.0,Female,West,68567.0,0.0,7.0,24510.0,3501.0,2024-02-03,2025-03-08,766.0,3835.0,2024-09-21,Books,Credit Card
1147,Brenda Maddox,31.0,Female,West,68567.0,0.0,7.0,24510.0,3501.0,2024-02-03,2025-03-08,1309.0,2043.0,2024-06-22,Books,Cash
1147,Brenda Maddox,31.0,Female,West,68567.0,0.0,7.0,24510.0,3501.0,2024-02-03,2025-03-08,1484.0,4332.0,2024-09-10,Grocery,UPI
1147,Brenda Maddox,31.0,Female,West,68567.0,0.0,7.0,24510.0,3501.0,2024-02-03,2025-03-08,1499.0,2372.0,2025-03-08,Clothing,Cash
1147,Brenda Maddox,31.0,Female,West,68567.0,0.0,7.0,24510.0,3501.0,2024-02-03,2025-03-08,1515.0,6889.0,2024-02-03,Electronics,UPI
1147,Brenda Maddox,31.0,Female,West,68567.0,0.0,7.0,24510.0,3501.0,2024-02-03,2025-03-08,1575.0,1931.0,2024-11-24,Electronics,Net Banking
1148,Mark Boyd,56.0,Male,East,0.0,1.0,8.0,29104.0,3638.0,2023-08-20,2025-06-24,321.0,3195.0,2024-12-31,Books,Cash
1148,Mark Boyd,56.0,Male,East,0.0,1.0,8.0,29104.0,3638.0,2023-08-20,2025-06-24,359.0,3372.0,2024-06-14,Electronics,Net Banking
1148,Mark Boyd,56.0,Male,East,0.0,1.0,8.0,29104.0,3638.0,2023-08-20,2025-06-24,1046.0,480.0,2024-06-06,Home,Cash
1148,Mark Boyd,56.0,Male,East,0.0,1.0,8.0,29104.0,3638.0,2023-08-20,2025-06-24,1190.0,1982.0,2023-08-20,Grocery,Credit Card
1148,Mark Boyd,56.0,Male,East,0.0,1.0,8.0,29104.0,3638.0,2023-08-20,2025-06-24,1239.0,6008.0,2023-08-28,Books,Credit Card
1148,Mark Boyd,56.0,Male,East,0.0,1.0,8.0,29104.0,3638.0,2023-08-20,2025-06-24,1513.0,7070.0,2024-12-18,Home,UPI
1148,Mark Boyd,56.0,Male,East,0.0,1.0,8.0,29104.0,3638.0,2023-08-20,2025-06-24,1612.0,3571.0,2025-06-24,Grocery,Cash
1148,Mark Boyd,56.0,Male,East,0.0,1.0,8.0,29104.0,3638.0,2023-08-20,2025-06-24,1915.0,3426.0,2025-02-18,Clothing,Credit Card
1149,Jordan Carr,44.0,Male,South,41009.0,0.0,1.0,1960.0,1960.0,2024-07-06,2024-07-06,791.0,1960.0,2024-07-06,Electronics,UPI
1150,Sandra Cooper,0.0,Male,North,50078.0,0.0,3.0,3862.0,1287.0,2023-10-13,2025-02-27,118.0,253.0,2025-02-27,Electronics,Net Banking
1150,Sandra Cooper,0.0,Male,North,50078.0,0.0,3.0,3862.0,1287.0,2023-10-13,2025-02-27,863.0,2358.0,2023-11-27,Home,Net Banking
1150,Sandra Cooper,0.0,Male,North,50078.0,0.0,3.0,3862.0,1287.0,2023-10-13,2025-02-27,924.0,1251.0,2023-10-13,Electronics,Net Banking
1151,Paul Cantrell,32.0,Male,East,50704.0,0.0,4.0,8244.0,2061.0,2024-02-29,2025-02-14,603.0,789.0,2025-01-06,Grocery,UPI
1151,Paul Cantrell,32.0,Male,East,50704.0,0.0,4.0,8244.0,2061.0,2024-02-29,2025-02-14,930.0,5488.0,2024-04-02,Grocery,Credit Card
1151,Paul Cantrell,32.0,Male,East,50704.0,0.0,4.0,8244.0,2061.0,2024-02-29,2025-02-14,1650.0,1189.0,2024-02-29,Grocery,Credit Card
1151,Paul Cantrell,32.0,Male,East,50704.0,0.0,4.0,8244.0,2061.0,2024-02-29,2025-02-14,1714.0,778.0,2025-02-14,Electronics,Credit Card
1152,Heather Scott,32.0,Female,West,43249.0,0.0,5.0,13018.0,2603.0,2023-09-12,2024-09-22,1200.0,6690.0,2024-03-29,Electronics,Net Banking
1152,Heather Scott,32.0,Female,West,43249.0,0.0,5.0,13018.0,2603.0,2023-09-12,2024-09-22,1478.0,1130.0,2023-09-12,Books,Cash
1152,Heather Scott,32.0,Female,West,43249.0,0.0,5.0,13018.0,2603.0,2023-09-12,2024-09-22,1482.0,1527.0,2024-09-22,Electronics,UPI
1152,Heather Scott,32.0,Female,West,43249.0,0.0,5.0,13018.0,2603.0,2023-09-12,2024-09-22,1616.0,1874.0,2023-12-25,Books,Net Banking
1152,Heather Scott,32.0,Female,West,43249.0,0.0,5.0,13018.0,2603.0,2023-09-12,2024-09-22,1858.0,1797.0,2023-11-16,Clothing,Cash
1153,Elizabeth Hendricks,43.0,Male,North,59342.0,0.0,6.0,13752.0,2292.0,2024-01-30,2025-07-15,1048.0,3170.0,2025-02-07,Home,Credit Card
1153,Elizabeth Hendricks,43.0,Male,North,59342.0,0.0,6.0,13752.0,2292.0,2024-01-30,2025-07-15,1363.0,1285.0,2025-02-22,Electronics,Credit Card
1153,Elizabeth Hendricks,43.0,Male,North,59342.0,0.0,6.0,13752.0,2292.0,2024-01-30,2025-07-15,1373.0,3016.0,2024-08-11,Grocery,Credit Card
1153,Elizabeth Hendricks,43.0,Male,North,59342.0,0.0,6.0,13752.0,2292.0,2024-01-30,2025-07-15,1936.0,2000.0,2025-07-15,Clothing,Net Banking
